item_id,txt
4386,"Cats and Dogs!; Cats and Dogs is a great comedy action film that stars Jeff Goldblum, Elizabeth Perkins, Alexander Pollock, Miriam Margolyes, Tobey Maguire, Alec Baldwin, Sean Hayes, Susan Sarandon, Michael Clarke Duncan, Jon Lovitz, Joe Pantoliano, and Charlton Heston! There are several hilarious moments in this picture. The action scenes are done very well. Goldblum and the other actors were. The castle scenes were really cool. The music by John Debney is very good. The movie is totally funny. I thought it was something else seeing all those different types of dogs and cats. So if you who like Jeff Goldblum and the rest of the cast mentioned and comedies with animals then I strongly recommend this film!"
7492,"Interesting Little Gem From Romero; This was an interesting little gem from Romero, it's not your typical vampire film, and it was rather slow paced but still very engaging, and i liked all the characters. However the ending was a little abrupt, and a couple of the characters could have been developed more, i so wanted to learn more about Christina and Tada Cuta. The Direction is excellent!. it had some great camera angles, the pace was good and overall he did a solid job nothing fancy but Romero is one of the best directors of all time in my opinion. (see The Dead Trilogy) for outstanding direction) still the direction was still great here. There was a fair amount of blood. we get a few bloody gunshot wounds, plenty of blood sucking, slit wrists, bloody animal gore (hated it), bloody corpse in the bathtub, and a stake to the heart (very bloody). The Acting is great!. What a find John Amplas was he is awesome here , i really liked his character and found him very interesting he rocked!, where is he now?.Lincoln Maazel does very well here , rather unlikable at times but a very cool character. Christine Forrest is cute and does well here and wish she had more screen time. Tom Savini always rocks and was good when on screen. George Romero is actually okay as Father Howard. Overall this is well worth checking out see it. *** out of 5"
3992,"A masterpiece...; I do not understand Italian, but I don't have any problem understanding good cinema and that is what Malena is. A honest movie about a beautiful lady, an attempt to show the Fascist face of Italy in the times of World war, told by a boy of 12 years. Where the movie scores is the way the story is told and the way they have shown the hardships a lady has to undergo, just because she is beautiful and does not have a Husband is excellent. On the acting front, Monica really does not have a lot to do, because she is mostly seen as a fantasy element by everyone in the movie, which she is not. The boy is excellent, his dad is hilarious and his friends are awesome. In certain parts the movie makes you laugh, but at times it also make you think. The final word: A movie that has all elements of a classic, and is a must watch for all who believe in watching movie as if a story is being told. I rate it very high... give it 10/10."
8861,"yep, this film heralds the apocalypse all right..of Holly wood; Oh man. Where to start? In the first place, I rather liked the first Resident Evil. I rented it to have good laugh, and found myself enjoying it far more than I expected to. Which makes this crass, awful sequel an even worse disappointment for me. From start to finish, this movie was just painfully dreadful. My biggest complaint, besides the so-called 'plot' and the horrible fight scenes, are the characters. The female ex-cop was such an annoying, grating person that I was praying to every God in the universe that she be mutilated in the most painful way possible. But no...Now we'll have to sit through yet another sequel with her in it, and watch her laughable attempts at acting. And maybe she'll stalk around in ten inch high heels and another tight, hard to move in outfit that a whore would be proud of wearing. That'd be great, huh? Odod Fehr is usually a pretty good actor. It took me at least twenty minutes just to RECOGNIZE him in this film! And his cop had all the personality of tofu. Not so his 'russian' partner, being hilariously overacted by Zach Ward, who I best remember as the stoner younger brother off the Fox sitcom Titus. The whiny reporter wasn't an asset to the cast, but then no one was except for the comic relief, a stereotypical black criminal dressed like a pimp and with gold plated guns. He's a hoot as he flees through the city trying to get out, stopping for a moment to ogle some dead, topless strippers. The Alice character isn't bad, although some of her powers seem a little overdone. She's superwoman, right , we got it. I have a lot of niggling questions about what little plot that there was. For one thing-in the graveyard, the dead were rising from their graves to attack the fleeing group. Correct me if I'm wrong, but the virus only works on people who've been dead for no more than a month or so. It revives dead cells which still carry traces of electrical charge, which the body still does for about six weeks or so. So how can half rotted corpses like the one with worms crawling out of its skull still come to life and attack them? That corpse was probably over a year old. Perhaps its foolish of me to think that the movie should have internal integrity and coherence, but one can hope, right? My brother-in-law was laughing over the scene in the church where Alice rides a motorcycle through the doors, flips off of it so that it crushes the uber beast, and then shoots the bike so that it explodes. Did she stick a grenade in the gas tank first? Maybe the creature had exploding boogers? Who knows. The fight on the rooftop between Alice and Nemesis was just the height of lame. And the death of Nemesis-death by helicopter-just left me roaring with laughter. And shaking my head, as well. Honestly, they couldn't have come up with something better? Not really, I guess, if you consider the lame dialog, bad acting, and stupid action scenes that proliferate in this film. You're left scratching your head more often than not, wondering if the screenwriter and director had both stayed up together sucking down a giant bong hit, and then decided to make a movie while still stoned out of their minds. My theory is that they spent their entire budget on the cool trailer, and didn't have enough left to put together a decent movie. Either that, or the director shot the entire film without looking at it."
27754,"Great; Great, I really enjoy this film the plot line was really genuine and the acting was good. Foolproof is about two guys and a girl starting Rayan Reynolds from ""Two Guys a Girl and a Pizza Place"" ironically enough, who plan heist to rob jewelry stores and bypass their security systems but never actually go through with the plan its just for fun, or so they thought. Every thing was great until one of their plans gets stolen and the robbery actually takes place, now with all the evidence pointing to them they are approached by the guy who stole the file telling them that they have to due a job for him or he will turn the papers with their finger prints all over them to the police, whats one to due? Foolproof a great heist type movie good on the chills, action and every now and again comedy, over all you cant miss this one."
107161,"Explosive final scene with fireworks and lightning slashes of the cane sword; This is a solid entry in the series. It's true that there is little action until the closing minutes, but when the dam breaks, it breaks big! I very much appreciated the portrayal of the two bosses. In many Zatoichi films all bosses are equally bad and sometimes disgusting in their greed and avarice. In this film Zatoichi winds up in the house of boss Bunkichi. Bunkichi turns out to be the real deal. He avoids confrontation, does not exploit the locals, and even puts on a fireworks display during O-Bon (summer festival). Zatoichi respects Bunkichi's household and the values they stand for. In contract, the boss on the other side of the river is Yasugoro. The actor who plays Yasugoro shows up in many of the films in the series. Here he does a great job as the bad guy, strutting around when he is safe and stuttering with nervousness whenever things get rough. And while the fireworks go off overhead, Zatoichi crosses the river to make Yasugoro pay for his crimes. The lighting in the last fight scene is menacing. Ichi wreaks bloody vengeance in a systematic and frightening manner. As the last firework explodes overhead, Zatoichi delivers the final devastating blow."
30892,"Whose little girl are you?; THIS REVIEW CONTAINS CONTENT WHICH SOME READERS MAY FIND SEXUALLY DISTRESSING. Henry Darger (1892-1973) remains the most startling exemplar of 'outsider art': art created by an individual who has absolutely no contact with the formal art world. Darger, a native of Chicago, suffered an extremely abusive childhood ... in which he was institutionalised in an asylum for feeble-minded children, even though he may have been of above-average intelligence. He spent almost his entire adult life as a janitor in a Catholic hospital, never earning more than $25 weekly. During these decades, he obsessively attended Mass thrice daily (four times on the Sunday) and typed a 15,000-page novel which nobody has read in its entirety. (I've read four pages of the impenetrable typescript which resides at the American Museum of Folk Art: that's all I could manage.) What has brought Darger so much posthumous attention is his artwork: obsessive drawings of little girls, brightly coloured, on long sheets of butcher's paper. Many of Darger's girls (traced from better artists' work) wear elaborate frocks. Others, drawn free-hand by Darger, have bizarre animal appendages: butterfly wings, rams' horns. Speaking of appendages: many of these little girls are naked ... and they have little-boy penises. Darger's murals and his multi-volume novel document a fantasy realm in which heroic little Christian girls are eternally at war with pagan soldiers. Jessica Yu's documentary 'In the Realms of the Unreal' (a shortened version of the title of Darger's novel) attempts to make sense of Darger's life, art and obsessions. Darger was not precisely a recluse: he appeared in public but interacted very little. Because Yu has no footage of Darger, and only a handful of photographs of him, she resorts to re-enactments. We keep hearing a male voice-over that purports to be Darger, speaking about himself. Only in the end credits do we learn that this is an actor (Larry Pine), reading fictionalised narration scripted by Yu. The immensely talented child actress Dakota Fanning also narrates: the decision to use a little girl for this task is exactly right, and Fanning reads her material splendidly ... but Yu has written text for her which sounds improbably mature from such a young narrator. Yu interviews a surprisingly large number of the very few people who actually knew Darger. (They disagree on how to pronounce his name.) I agree with the interviewee who theorises that Darger drew penises on his little girls because he was entirely innocent (and ignorant) of the female anatomy, and he sincerely believed that little girls' sexual equipment looked like little boys'. Many of the little girls in Darger's art (and in his novel) are tortured or brutally murdered by men in military uniforms with mortarboard hats, yet it's clear that Darger's sympathies are with the little girls. He seems to be repelled, not aroused by the violence which he fictionally inflicts on them. I thought I knew all the weird stories about Darger, but this documentary springs a new one. Apparently, when Darger was alone in his bedsit, he was overheard through the walls by his landlords and the other boarders: having loud arguments with himself, speaking in different voices and accents, sometimes in unknown languages. It wouldn't surprise me if Darger had multiple personalities. Also, I hadn't known (until I saw this film) that Darger's imaginary world was so detailed that he kept lists of the casualties on his fictional battlefields, and financial accounts of the warfare's expenses ... both of these figures exceeded the thousands of millions! I was intrigued to learn that the Chicago-born Darger attempted to reinvent himself as Henry Dargarus, native of Brazil (where the nuts come from). This behaviour is absolutely typical of someone who experienced long-term sexual abuse in childhood, and who desires a new identity as a means to blot out those memories. For most of his life, Darger lived in one room of the house of Nathan Lerner, an aspiring artist in his own right who ultimately made his impact in the art world as the curator of Darger's work. Lerner's widow is interviewed here. Yu mentions that the Lerners eventually subsidised Darger's rent, but doesn't mention that they later made a fortune by auctioning many of Darger's girlscapes after his death. Filmmaker Yu scrupulously documents Darger's obsessions. One of these was for weather patterns, specifically storms. (Darger was present when a cyclone levelled an Illinois town in 1913.) Another of his obsessions was rather odder. In 1911, a five-year-old Chicago girl named Elsie Parobek was abducted and strangled; the case remains unsolved. Darger was in Chicago at the time, age 19, and he obsessed over this girl for the rest of his life. Some Dargerphiles theorise that he may have killed her. But there is no evidence for that, and Yu's film commendably sticks to the known facts. Was Darger a paedophile? From what I've read, I believe that he was sexually aroused by little girls (and may have wanted to *be* one), but that his desire to protect girls (including Parobek) was sincere, and that he would have been genuinely repelled by the thought of sexual activity with children. We can't know for sure, but Darger was almost certainly a virgin when he died, precisely one day after his 81st birthday. 'In the Realms of the Unreal' uses several gimmicky visual devices. The decision to make animated cartoons from several Darger murals is a good one, and the stiff-legged 'lazy' animation technique used here is appropriate to the material. Less commendable is Yu's decision at several points to use new artwork that paraphrases Darger's themes; audiences will mistake these images for actual Darger artwork. I'll rate this powerful documentary 8 points out of 10."
6755,"Comedy?; Having decided to watch this due to its rating I am thoroughly disappointed that there are so many people with such terrible taste. First, there was no comedic value (other than laughing at how terrible the whole film was). Secondly, the story was a good concept but the execution felt a little sarcastic. If these 2 guys were crazy/mad then its OK if you allow them to be it throughout the film. Don't switch and change their personalities. Well, in my opinion its only worth watching if you are trying to break a world record for number of crap films watched..... 2/10"
8376,"Hilarious!; I was so surprised to see so many incredibly negative comments. And I just wanted to comment to say that if you hated it, then you just didn't get the humor. and that doesn't make it a bad movie. Personally I thought it was hilarious. Give it another shot. Not all movies have to have some powerful plot or story to be entertaining. And to those who said they thought the characters lacked emotion, hi, that's how they were supposed to be. Don't you get it? ARG! It's just such a simple and entertaining and I was so surprised by some of the comments. Don't listen to them. The characters are different and fresh and of course, extremely funny. This movie is very different from ""normal"" comedies which is why it is so great. I loved it."
165393,"When will it come to video?; I loved this movie of classical romance and a different look at the common fairytale. I saw this movie when it aired on TV and have been waiting for it to come to video since. So, when will it be released? Huh? Huh? Huh? Great movie. I was just fifteen years old when I saw it and I was entranced by the movie's magic. This movie can appeal to any age. This movie is like Ever After meets King Arthur. It was refreshing to see a different side than the common Cinderella is the victim story. People got to see a touch at a sister and feel empathy for her. I think that the story was always meant to expand on the sisters. They shouldn't just be the ugly ones. There is inherently so much more depth to people."
6541,"fun, but mostly not believable; After having heard tons of comments about this movie, and few good ones at that, I finally saw this movie after having watched Van Helsing a few days before and I'll say this at least, this film is definitely better. The acting is good, and the characters are decently developed. The special effects are well done and it comes off as a generally fun movie. The downside is that the movie has so many things in it that are completely unbelievable that, even tho the movie IS fun, you can't help but feel amused by how stupid some of the scenes are, this is a fun movie to rent if you're into getting together with friends and making fun of poorly made movies. I could go on into a long tirade but brevity might be the better part of reviewing here. This movie might be worth a viewing once as the plot isn't completely predictable, but you sure as hell shouldn't buy it."
1840,"A Great Movie for Anyone Who Plays Ball at Any Level; I recently watched this movie for the first time, and as a 19 year old black male it spoke to me. However, I can see this being a film that everyone can appreciate. Especially now, with Lebron James and other upcoming HS athletes, you really see the other side of life that only they know. This movie detailed the life of the #1 basketball star in HS, and the issues he deals with before he announces his plans for the future, further complicated by his father's contingent release from jail. A GREAT movie, don't let the votes fool you, it's not a 6.5/10, more like 8.5."
940,"Shadows Dancing on the Wall; Although a very dull film overall, the only redeeming feature about it is the duel between Errol Flynn and Basil Rathbone. Once they both explode into the action, the film starts to take off, but a bit too late to maintain audience interest. However, the duel itself is worth noting because it comes a year after 'The Prisoner of Zenda'. Flynn and Rathbone feel each other out first before they aim for the kill. In 'Zenda' they combine their fighting with a combination of repartee and parrying. In this film it is omitted. That may be why it was a dull film overall because there wasn't sufficient dialogue to pull the whole thing together."
7369,"A highly polished, highly developed sequel; As sequels go Scooby Doo 2: Monsters Unleashed is a good film. It's plot is a highly contrived, and tightly interwoven blend of modern day American youth struggling to combat the pressures and stresses forced upon them by outside influences. In this cinematic production, a great deal of that pressure is forced upon them by the cunning media moguls that closely follow their every move. I believe that this successfully conveys the pressures we can all feel from time to time from ones close to us, like our parents, for example. Teen angst is also explored thoroughly in this film when Velma (the intellectual one of the group) begins to doubt her sexual appeal to the males present in her life, in particular Patrick whom she meets during an exhibition being held at the city's museum. Through adversity Velma battles to forge her place on the plain of existence within the very real world in which she dwells. Shaggy and Scooby are the real centrepieces of the performance. They are ideally placed for illustrating to us all how each of us tries to 'fit in' with society, even though society itself can sometimes not be what we're looking for and can appear both bland and boring. Through these 2 characters alone the director, Raja Gosnell, takes his viewers on a roller-coaster of emotions, including self-doubt, lack of confidence, a wanting to please others and ultimately a triumphant return to form and the adoration and respect of those closest to us in our lives. Something I believe we are all striving for. Scooby Doo 2 justifies the use of modern day cinema as a medium for conveying to us, the public, the difficulties of living and coping in today's world. But, it also shows us that with a little bit of self-belief and the support of others, we can achieve our ultimate goals and be accepted as an individual within society as whole. The special effects rocked too."
4980,"A wild, imaginative and eccentric fantasy; Sequels rarely improve on the originals. Bill and Ted's Bogus Journey is bursting at the seams with wacky humor, craziness and invention. Yes, the first was a brilliant ride too but it doesn't live up to this. Keanu Reeves and Alex Winter are just great in their dual roles as good Bill and Ted and evil Bill and Ted robots from the future. I've never really seen Keanu as convincing in anything else, maybe it's the characters he chooses and not his talent. Too bad his biggest exposure has been as a wooden statue in the god-awful Matrix trilogy. But it's not just Reeves and Winter this time, William Sadler's Grim Reaper is also along for the ride and he steals the show like you've never seen before. Rufus isn't in this one for very long but William Sadler more than makes up for that. The plot is a bit much to swallow if you're not familiar with the mechanics of the original. A nasty old tyrant 700 years in the future sends evil robot Bill and Teds back through time in the phone booth time machines to kill the good Bill and Ted and prevent their perfect society taking over the world. Once dead Bill and Ted go to hell, challenge the Grim Reaper to a game of Battleship, visit God (after a spot of mugging in heaven), get help from a Martian, brought back from the dead, make good Bill and Ted robots and take on the evil Tyrant guy during a Battle of the Bands finale. Whew! Peter Hewitt (only 25 at the time) brings a bizarre sophistication to the sequel that wasn't present in the blandly shot first film. B&TBJ literally looks like a whacked-out cartoon come to life. The production design is very colorful and vivid, reminiscent of Tim Burton, only not crap. Don't misjudge this film as being in the same sub-genre as those awful stoners Jay and Silent Bob or even Wayne's World. This is not a dumb generation Xer film, it's a lovely, silly fantasy for all ages and is definitely superior to the original. Hey Warner, hurry up and release the Bill and Ted animated series on DVD. I want it NOW! Unlike Excellent adventure, this film was shot in plain-old 1.85:1 and the anamorphic transfer on the DVD looks fine and does justice to the very broad color pallet of film. The soundtrack is in Remastered Dolby 5.1 and it sounds above average if not amazing. Definitely get this. Bill and Ted's Bogus Journey is thoroughly non-non-non heinous."
31869,"Meting out Death with Energetic Beauty; The 34 year old Victor Mature as Samson metes out death with energetic beauty both at his wedding feast (poor lad) and whilst bound on the road. It is an inspired moment where he unleashes an explosion of power, picking off soldier by soldier one by one. He draws them in to his own style of fighting rather than engaging in Philistine tactics, and manages to get the better of them. I love the way he hurls the sword and the spear into the backs and front of the Philistines, cutting through armour, flesh and bone. The centrifugal force that he uses to smash the skulls of the Philistines on the road is probably akin to Bruce Lee's 'The Big Boss' where he fights his way out of the ice factory. Fantastic piece of action."
8861,"Top notch entertainment; I was really looking forward to seeing this film. I quite liked the original, but knew they could improve on it and in this sequel they have. Events centre around Racoon city being quarantined after the T-virus is leaked into the atmosphere causing everyone to mutate into zombies and the like. A small group of survivors are assigned the task of retrieving Dr Ashford's daughter (the guy who invented the T-virus) who is trapped in the city. However, umbrella are hellbent on killing everyone in order to contain the outbreak and they deploy their top-secret bio-weapon NEMESIS into the disease ridden city. Cue lots of action scenes all held together by a decent storyline. Sienna Guillory is taste and plays the Jill Valentine character well and Milla Jovovich returns in the lead role and is pleasing on the eye too. I look forward to a third film, if they make one. Should be good. I thoroughly enjoyed this movie."
8019,"Good film, not that scary, but good anyway; Dark Water is an enjoyable film, but it's not as scary as other Japanese horrors. However, I did enjoy it. Everyone else has outlined the plot so I'm not going to. The ghost in the movie is quite creepy but nowhere near as creepy as the ghosts in say Ring or The Grudge. I am quite interested to see if the forthcoming Hollywood version of this film ups the scare factor any. I think the overall tale trying to be told in this film is that a mother will do anything to protect her child. Which is nice if you think about it. Roll on the next Japanese horror film. I love em. I like American ones too, but Japanese ones usually have a better story."
4440,"The Power of Holding Back; Throughout this film you see a constrained Bruce Lee. Lo Wei is deliberately holding him back in order to introduce him to audiences and to save the best of his fighting for the second film. What we see here is a humane Bruce Lee who has feelings, a sense of humour, enjoys sex and is in control of his temper. He strikes up a good friendship with Shu Sheng who life is eventually claimed by the antagonists. When Bruce witnesses the mistreatment of his family in the workplace, he still holds back. Until...they break his necklace. At that moment, he explodes into action with centrifugal force, picking off each opponent with pin-point accurate kicks. It is a work of art that is akin to 'Samson and Delilah'."
1704,"Powerful; I find it hard to believe that the people who rated this movie low really got the point of Good Will Hunting. I am moved every time I watch it to the point of tears. The language and the acting is just so incredibly real. Everyone knows a Will Hunting type and can relate to that. Or at least I know I do. The message about letting people in and trusting others isn't slammed into your face. Rather, it's shown through real emotion. Although most of us know a Will, I wish we could all have a Sean in our lives. I love this movie and I never get sick of it. It is so original and well written. I stand by my rating of ten. Give it a second chance all of you negative people."
145376,"a surprisingly absorbing, moody tale; Many may find this slow going, but it is beautifully shot, and compellingly strange. This kind of folk myth is not often seen on the screen, and hardly ever in such a low-key, erotic style. And there is nothing so terrible about the soundtrack, except perhaps to opera snobs who can't bear to hear Verdi put to use in such an out-of-context way. Not a great film, but above-average for this genre. The Japanese countryside is gorgeous, the atmospherics are evocative, and the actors, particularly the women, are all first rate. Throw in some fascinating scenes of paper making, and on the other hand, some beautifully framed sex scenes, and this is certainly much more watchable than many of its American equivalents."
5796,"For 60s stylists only; One could be forgiven for thinking Casino Royale was written under the influence of 1967's hippest drug, LSD. Just like acid, there's plenty of groovy visuals, but it's impossible not to lose the plot. Today's audiences will find little to sustain them during this two hour trip unless, like me, they're fans of 60s modernist design and fashion. On the modernist front, the most unforgettable set is Ursula Andress' apartment, which comes complete with giant fish tank, sunken lounge, revolving bed and various pink pieces of classic mod furniture. The villain's lair, with its biomorphic sculptures and shapes, follows close behind. Also notable for a set design point of view are the back rooms at the Blau Engel in Berlin, which pay homage to the Futurist-inspired, distorted angles and perspectives used in the sets for the early German cinema classic, The Cabinet of Dr Caligari. Musically, the score represents the great Bacharach at his cheesiest. It's saved only by Dusty Sprinfield's seductive version of The Look of Love, which beautifully underscores the seduction scene in which we first see Andress' amazing pad."
8947,"It never forgets...neither will I!; Omigosh, this is seriously the scariest movie i have ever, ever seen. To say that i love horror movies would be an understatement, and i have seen heaps (considering the limited availability in New Zealand, that's quite a lot), but never before have i had to sleep with the light on...until i saw The Grudge. Some may say that it is a rip off of The Ring (both based on Japanese horror movies), both similar (yet different) story lines, but the Grudge holds its own as a terrifying movie - seeing at at the cinema, i even screamed at a certain point in the movie. The acting is great, particularly from the supporting characters - KaDee Strickland is fantastic and steals the show, she is such an enthusiastic person. Jason Behr is a real hottie, and William Mapother looks like he is having fun. However, while i am normally a fan of Clea DuVall's, she doesn't really seem into this movie. Of the supporting characters, hers probably got the most depth and back story, but she doesn't seem like she is all there. As for Sarah Michelle Gellar, well, she stays about the same through all her films and roles doesn't she? The ghosts were genuinely scary, the music and sound effects were chilling (particularly the noise being made when KaDee Strickland's character answered the phone in her apartment), the ending was cool too. Super highly recommended. 9/10"
8376,"it gets funnier every time i see it; Napoleon dynamite is the most quotable movie since princess bride. Most of my friends have seen it, and we quote lines from it in our regular conversations almost constantly. And it never gets old. The more you see it and the more you quote it, the more you'll laugh at it. Before you watch it, you need to be in right frame of mind: it is EXTREMELY dry. The humor is based on how melodramatic Napoleon is and how much he romanticizes things like martial arts and ""skills"" of any kind. And you have to love his moon boots! If you've never known someone at all like that, you may not think its funny. I know a few people who didn't like it, and those who don't like it, absolutely hate it. But those of us who like it, love it. And most people like it."
27875,"Amazing; I was amazed and impressed at Jamie Foxx's portrayal of Stanley Tookie Williams. As a result of seeing this movie, I purchased the book - and have just received it in the mail. I'm just digging into it, and can't wait. I highly recommend purchasing the book - if I'm not mistaken, the proceeds are being used to end gang violence, give kids alternatives to gangs, and other philanthropic projects. Tookie is not reaping the benefits of the book (to preempt all the cynical people out there). I wish Jamie had won the Golden Globe tonight for his portrayal of Tookie Williams - (he did win for his portray of Ray Charles). I can't say enough, how truly impressed I was with his work in this film."
30816,"Excellent transition from stage to film; I'll try to keep this short and to the point. I have seen the stage production with my partner 3 times (San Francisco, San Diego and last year (2004) in Salt Lake City). He has seen the stage production many more times that me. So, with that history, we went to the see big screen version tonight having no idea what to expect. I hadn't read any reviews previously. All I can say is that it is excellent. The movie did everything to me (shivers, tears etc) that the live version has done and then some. I think the casting was perfect, the sets and camera work superb, and Schumachers' skill in taking advantage of using film to portray what Webber couldn't do on stage was just wonderful. It filled in so many areas left to the imagination. Although I had a pretty clear understanding of the story (albeit rather simple), you leave the movie theater with no doubt in your mind about what's going on. Looking forward to seeing it again on the big screen and owning the DVD. 10/10"
26587,"Made for TV, it's a masterpiece in any forum.; It's worth noting that about the same time this was airing on censored, Communist Poland TV, America was airing the ""Heart to Heart reunion"" and ""V"". Obviously, the Ten Commandments themes that it reportedly addressed in order are not actually in order, some of the shorts address two and even three commandments. No worries, though. This collection is a masterpiece. It's a major accomplishment with every film short being watchable, and some being unquestionable masterpieces. Kieszlowski is a master of presenting both sides of the argument; the pregnant, cheating wife and the cuckolded husband's doctor; the peeping Tom and the lonely woman; the atheist father and the religious sister. The final film centers on two brothers who inherit the stamp collection of their recently deceased father. They come to find that the collection is priceless and they scheme to sell it, mistrusting their father's former colleagues and ultimately one another. But despite their eventual downfall, the brothers find something of value from their folly. It's wonderfully affirming without being sentimental. That sentence probably describes most of these shorts."
8807,"Thank you come again!; Harold and Kumar Go to White Castle Starring: John Cho, Kal Penn, Neil Patrick Harris, Anthony Anderson (brief appearance), Ryan Reynolds (brief appearance), David Krumholtz, Eddie Kaye Thomas and Paula Garces Genre: Comedy Rated: R Harold and Kumar Go to White Castle is just like the movie ""Dude Where's My Car?"" especially since it has two guys who go on a stupid but yet funny adventure. This movie is about Harold Lee (John Cho) and Kumar Patel (Kal Penn) who are twenty-something year old stoners who are roommates and one is a investment banker and the other is trying to be come a medical school student. One night they get a craving for some late night snacks and they wanted to eat something that they haven't had in a while like White Castle. So Harold and Kumar go on this outrageous adventure by going all over New Jersey to look for a White Castle but every time they got on the road they kept running into trouble like a raccoon in the car, stopping at a hospital and a college, picking up Neil Patrick Harris who later steals Harold and Kumar's ride! I was laughing my head of from the first part of the movie to the last part of the movie! When this movie came out I didn't know that there are some White Castles that are still around. Because now they're just in some locations instead of all over the country like they were in the 1990's. This movie is one of those movies were it's so stupid but really funny anyway, Harold & Kumar are just great and yet lovable characters. This movie is highly recommended to those who love stoner comedy movies."
4441,"Worse than laughable; If you thought Ed Wood's movies were bad, you ain't seen nothing yet. Here we have a movie built around a dead guy, with a story almost as dead as the poster child. Ergo, we see ""Bruce Lee"" from the back, ""Bruce Lee"" from a distance, ""Bruce Lee"" in large dark glasses, ""Bruce Lee's"" face in shadow, etc., etc. And we hear recordings of Bruce Lee's kung fu sounds (probably mixed in with some non-Lee imitations) being played over and over, sounding misplaced and absolutely awful. This is not a Bruce Lee movie; it is an almost Bruce Lee-less movie. And, tackily, scenes of Bruce Lee's funeral are used to illustrate the fake funeral of the character of Billy Lo. It is the very definition of a travesty. All the characters are walking clichés that can only be laughed at, if even that. The story is basically about tracking down bad guys and brutally killing them. Whoopee. There are a couple of semi-interesting fight scenes toward the end, but even they, as well as the in-and-of-themselves-less-than-terrible Bruce Lee stand-ins (I'm actually a big fan of Yuen Biao), cannot salvage this movie from its abysmal status as one of the most embarrassing movies ever made. 1 out of 10."
518,"Excellent slapstick comedy; I've recommended this film to countless friends, and the reviews are always mixed. I lived in Battle Creek for 3 years so perhaps it just means more to me. This film was in fact shot in NY and NC, not Battle Creek, but they still did a great job portraying the romance of the early 1900's. The performances are top notch and the actors in this film are give their best. It's a great film, but not a critically acclaimed movie. Dana Carey could've had more lines, but what I want to know is what happened to the character actor who played him as a child, this kid was really great and could've been huge. The one liners in this movie are classic. It's one of those films that you think is funny, but when you recall it at a later date, its even funnier. So get a big, buttered bowl of popcorn and enjoy it for what it is! A hilarious tale of the wacky health craze of the early 1900's."
